FACILITY_NAME,site_id,CLASS_STATUS,CONTACT,Latitude,Longitude,LOCATION_ADDRESS_LINE_1,LOCATION_ADDRESS_LINE_2,CITY,STATE,ZIP,NAICS,SIC,COUNTY,PERMIT_DOCUMENT_LINK,PUBLIC_RECORDS_SEARCH_LINK,FACILITY_ECHO_LINK,x,y
"Neptco, Incorporated",1400100,Title V,Asheville Regional Office,35.8793,-81.5134,2012 Hickory Boulevard,,Lenoir,NC,28645,Plastics Packaging Film and Sheet (including Laminated) Manufacturing (326112),Paper Coated And Laminated Packaging (2671),Caldwell,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%221400100%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%221400100%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003701400100,-9074030.181,4284025.922704347
New Hanover County Secure Landfill,6500343,Title V,Wilmington Regional Office,34.323,-77.9893,5210 U.S. Highway 421 North,,Wilmington,NC,28401,Solid Waste Landfill (562212),Refuse Systems (4953),New Hanover,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%226500343%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%226500343%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003706500343,-8681729.163,4072255.933761301
Nomaco Inc. - Zebulon,9200500,Title V,Raleigh Regional Office,35.8331,-78.3043,501 Innovative Way,,Zebulon,NC,27597,Urethane and Other Foam Product (except Polystyrene) Manufacturing (326150),Plastics Foam Products (3086),Wake,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%229200500%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%229200500%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003709200500,-8716794.803,4277680.424393051
"Norcraft Companies, LP, dba UltraCraft Cabinetry",7600198,Title V,Winston-Salem Regional Office,35.8823,-79.5799,6163 Old 421 Road,,Liberty,NC,27298,Wood Kitchen Cabinet and Countertop Manufacturing (337110),Wood Kitchen Cabinets (2434),Randolph,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%227600198%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%227600198%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003707600198,-8858793.945,4284438.0959611805
North Carolina State University,9200290,Title V,Raleigh Regional Office,35.7851,-78.6675,2701 Sullivan Drive,"Admin. Svcs. III Bldg., Campus Box 7536",Raleigh,NC,27695,"Colleges, Universities, and Professional Schools (611310)","Colleges And Universities, Nec (8221)",Wake,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%229200290%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%229200290%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003709200290,-8757226.042,4271091.611085413
North Wake County Landfill,9200593,Title V,Raleigh Regional Office,35.9051,-78.5821,9004 Deponie Drive,,Raleigh,NC,27614,Solid Waste Landfill (562212),Refuse Systems (4953),Wake,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%229200593%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%229200593%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003709200593,-8747719.357,4287571.123093429
Nouryon Surface Chemistry LLC - Salisbury Plant,8000182,Title V,Mooresville Regional Office,35.6296,-80.536,485 Cedar Springs Road,,Salisbury,NC,28147,All Other Basic Organic Chemical Manufacturing (325199),"Industrial Organic Chemicals,nec (2869)",Rowan,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%228000182%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%228000182%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003708000182,-8965226.511,4249773.868531035
Nucor Steel - Hertford,4600099,Title V,Washington Regional Office,36.3552,-76.8112,1505 River Road,,Cofield,NC,27922,Iron and Steel Mills and Ferroalloy Manufacturing  (331110),Blast Furnaces And Steel Mills (3312),Hertford,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%224600099%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%224600099%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003704600099,-8550583.671,4349607.060471192
Nucor Steel Lexington,2900394,Title V,Winston-Salem Regional Office,35.7748,-80.1343,6776 East US Highway 64,,Lexington,NC,27292,Iron and Steel Mills (331111),Blast Furnaces And Steel Mills (3312),Davidson,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%222900394%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%222900394%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003702900394,-8920509.471,4269678.28
OPW Fueling Containment Systems,5100211,Title V,Raleigh Regional Office,35.5544,-78.3838,3250 Highway 70 Business West,,Smithfield,NC,27577,Plastics Pipe and Pipe Fitting Manufacturing (326122),"Plastics Products, Nec (3089)",Johnston,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%225100211%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%225100211%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003705100211,-8725644.702,4239479.461391902
"Oliver Rubber Company, LLC",7600053,Title V,Winston-Salem Regional Office,35.6857,-79.8116,408 Telephone Avenue,,Asheboro,NC,27205,Tire Manufacturing (except Retreading) (326211),Tires And Inner Tubes (3011),Randolph,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%227600053%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%227600053%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003707600053,-8884586.671,4257459.913467029
Onslow County Landfill,6700155,Title V,Wilmington Regional Office,34.7974,-77.5383,415 Meadowview Road,,Jacksonville,NC,28540,Solid Waste Landfill (562212),Refuse Systems (4953),Onslow,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%226700155%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%226700155%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003706700155,-8631524.073,4136382.5846944544
Owens-Brockway Glass Container Inc.,2900106,Title V,Winston-Salem Regional Office,35.9503,-80.2178,9698 Old US Highway 52 South,,Lexington,NC,27295,Glass Container Manufacturing (327213),Glass Containers (3221),Davidson,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%222900106%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%222900106%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003702900106,-8929804.649,4293784.881865556
"PCS Phosphate Company, Inc. - Aurora",0700071,Title V,Washington Regional Office,35.3775,-76.7788,1530 NC Highway 306 South,,Aurora,NC,27806,Phosphatic Fertilizer Manufacturing (325312),Phosphatic Fertilizers (2874),Beaufort,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%220700071%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%220700071%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003700700071,-8546976.92,4215300.960128223
Pactiv LLC,4100866,Title V,Winston-Salem Regional Office,36.0894,-79.9343,520 Radar Road,,Greensboro,NC,27410,Polystyrene Foam Product Manufacturing (326140),Plastics Foam Products (3086),Guilford,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%224100866%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%224100866%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003704100866,-8898245.573,4312929.657084338
"Parker Offshore, LLC",1600120,Title V,Wilmington Regional Office,34.811,-76.6721,2570 Highway 101,,Beaufort,NC,28516,Boat Building (336612),Boat Building And Repairing (3732),Carteret,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%221600120%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%221600120%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003701600120,-8535099.13,4138226.3692401038
Perdue Agribusiness LLC - Cofield,4600082,Title V,Washington Regional Office,36.3636,-76.8962,"242 Perdue Road, SR 1403",,Cofield,NC,27922,Soybean Processing (311222),Prepared Feeds Nec (2048),Hertford,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%224600082%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%224600082%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003704600082,-8560045.828,4350768.202106882
"Piedmont Composites and Tooling, LLC",0200098,Title V,Mooresville Regional Office,35.9173,-81.145,33 Lewittes Road,,Taylorsville,NC,28681,Unlaminated Plastics Profile Shape Manufacturing (326121),"Plastics Products, Nec (3089)",Alexander,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%220200098%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%220200098%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003700200098,-9033020.08,4289247.938150034
Piedmont Natural Gas - Concord Compressor Station,1300155,Title V,Mooresville Regional Office,35.3814,-80.7259,2560 Derita Road,,Concord,NC,28027,Natural Gas Distribution (221210),Gas Transmission And Distribution (4923),Cabarrus,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%221300155%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%221300155%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003701300155,-8986366.082,4215833.435420004
Piedmont Natural Gas - Wadesboro Compressor Station,0400056,Title V,Fayetteville Regional Office,35.0247,-80.0281,259 Pleasant Grove Church Road,,Wadesboro,NC,28170,Pipeline Transportation of Natural Gas (486210),Natural Gas Transmission (4922),Anson,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%220400056%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%220400056%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003700400056,-8908687.341,4167238.282219611
"Pilkington North America, Inc.",8300027,Title V,Fayetteville Regional Office,34.7494,-79.3949,13121 South Rocky Ford Road,,Laurinburg,NC,28352,Flat Glass Manufacturing (327211),Flat Glass (3211),Scotland,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%228300027%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%228300027%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003708300027,-8838199.84,4129877.5393058406
"Pine Hall Brick Co., Inc.",7900038,Title V,Winston-Salem Regional Office,36.3764,-79.9917,634 Lindsey Bridge Road,,Madison,NC,27025,Clay Building Material and Refractories Manufacturing  (327120),Brick And Structural Clay Tile (3251),Rockingham,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%227900038%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%227900038%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003707900038,-8904635.312,4352537.8018353535
Plant Rowan County,8000163,Title V,Mooresville Regional Office,35.7317,-80.6028,5755 NC 801 Highway,,Salisbury,NC,28147,Fossil Fuel Electric Power Generation (221112),Electric Services (4911),Rowan,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%228000163%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%228000163%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003708000163,-8972662.653,4263766.229910495
Pleasant Hill Compressor Station,6600074,Title V,Raleigh Regional Office,36.5317,-77.563,2784 NC 48 Hwy,,Pleasant Hill,NC,27866,Pipeline Transportation of Natural Gas (486210),Natural Gas Transmission (4922),Northampton,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%226600074%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%226600074%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003706600074,-8634273.664,4374031.280643327
Pregis Innovative Packaging Inc.,1400139,Title V,Asheville Regional Office,35.8147,-81.4628,3825 North Main Street,,Granite Falls,NC,28630,Urethane and Other Foam Product (except Polystyrene) Manufacturing (326150),Plastics Foam Products (3086),Caldwell,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%221400139%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%221400139%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003701400139,-9068397.415,4275154.241888792
"Pregis PolyMask, Inc.",1800556,Title V,Mooresville Regional Office,35.6918,-81.2009,500 Thornburg Drive SE,,Conover,NC,28613,Plastics Packaging Film and Sheet (including Laminated) Manufacturing (326112),Paper Coated And Laminated Packaging (2671),Catawba,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%221800556%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%221800556%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003701800556,-9039242.84,4258295.976618924
Prestage AgEnergy - Moltonville,8200158,Title V,Fayetteville Regional Office,34.9872,-78.2534,311 Prestage Mill Lane,,Clinton,NC,28328,Other Electric Power Generation (221119),Electric Services (4911),Sampson,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%228200158%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%228200158%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003708200158,-8711128.641,4162141.8112147343
Products (SE) Pipe Line Corporation - Greensboro Tank Farm,4100268,Title V,Winston-Salem Regional Office,36.0777,-79.9243,6907-A West Market Street,,Greensboro,NC,27409,Pipeline Transportation of Refined Petroleum Products (486910),Refined Petroleum Pipe Lines (4613),Guilford,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%224100268%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%224100268%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003704100268,-8897132.378,4311318.045970278
"Prysmian Cables and Systems USA, LLC",1800419,Title V,Mooresville Regional Office,35.7028,-81.1542,2512 Penny Road,,Claremont,NC,28610,Other Pressed and Blown Glass and Glassware Manufacturing (327212),"Pressed And Blown Glass, Nec (3229)",Catawba,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%221800419%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%221800419%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003701800419,-9034044.22,4259803.7931184815
Public Works Commission Butler-Warner Generation Plant,2600094,Title V,Fayetteville Regional Office,35.0983,-78.8295,2274 Custer Avenue,,Fayetteville,NC,28312,Fossil Fuel Electric Power Generation (221112),Elec & Other Services Combined (4931),Cumberland,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%222600094%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%222600094%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003702600094,-8775259.799,4177247.7583533837
